brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,age
Mercedes-Benz,E-Class E 350,2014,88000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,15500.0,11
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,30089.0,10
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,47000.0,8
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,13999.0,15
Dodge,Dakota Sport,2002,150000.0,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,5500.0,23
Chevrolet,Camaro ZL1,2018,13500.0,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,54000.0,7
Hummer,H3 Base,2007,101750.0,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,12900.0,18
Honda,Odyssey EX-L,2022,18385.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Beige,None reported,Yes,37950.0,3
Nissan,350Z Touring,2008,123500.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,13500.0,17
GMC,Savana 2500 Work Van,2017,117000.0,E85 Flex Fuel,342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Silver,None reported,Yes,38000.0,8
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13600.0,15
Lexus,GX 460 Premium,2020,22466.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,45900.0,5
Nissan,Titan XD SV,2017,80000.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,23800.0,8
Chrysler,300 Touring,2020,23152.0,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,28250.0,5
Dodge,Charger R/T,2006,91300.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Yellow,–,None reported,Yes,9200.0,19
Nissan,Pathfinder SL,2020,45000.0,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,28999.0,5
Ford,Explorer Platinum,2018,73049.0,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Gray,Ebony Black,At least 1 accident or damage reported,Yes,30510.0,7
Nissan,Titan SV,2021,7250.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,38000.0,4
Jaguar,E-PACE S,2019,44000.0,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29000.0,6
Ford,F-150 FX4,2014,85500.0,Gasoline,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,26900.0,11
GMC,Acadia Denali,2021,18083.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,None reported,Yes,43999.0,4
Lamborghini,Murcielago Base,2005,22703.0,Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,220000.0,20
Chevrolet,Camaro 1LT,2011,111000.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,10900.0,14
GMC,Acadia SLT-2,2013,115000.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,14000.0,12
Chevrolet,Malibu Premier,2021,33400.0,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,28000.0,4
Toyota,Sequoia SR5,2007,136000.0,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,12500.0,18
Lexus,IS 350 F Sport,2021,26800.0,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,44000.0,4
Dodge,Challenger SRT8,2008,251634.0,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,10500.0,17
Chrysler,300 Touring,2005,119000.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,3500.0,20
Chrysler,Town & Country Touring,2009,111000.0,Gasoline,197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,7900.0,16
Mazda,CX-5 Touring,2016,116500.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Blue Reflex Mica,Black,None reported,Yes,14311.0,9
Acura,TL 3.2,2005,199296.0,Gasoline,270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,4900.0,20
Chevrolet,Corvette Z06 w/2LZ,2023,202.0,Gasoline,670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,179000.0,2
Chevrolet,Camaro 2SS,2016,49600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,32500.0,9
Acura,TLX Type S PMC Edition,2023,13600.0,Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,White,None reported,Yes,65000.0,2
Volkswagen,Eos 2.0T,2007,59700.0,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,White,None reported,Yes,10000.0,18
Dodge,Charger R/T Scat Pack,2018,19000.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Purple,Gray,None reported,Yes,44888.0,7
Chevrolet,Corvette Z06,2002,17300.0,Gasoline,405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,33999.0,23
Mercedes-Benz,CLA-Class CLA 250,2014,91140.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,13500.0,11
BMW,M5 Base,2015,33000.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,65000.0,10
Jeep,Wrangler Unlimited Sport,2019,52775.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39799.0,6
Mitsubishi,Lancer Sportback ES,2011,113000.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,5800.0,14
Porsche,Macan Base,2022,13000.0,Gasoline,261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,60000.0,3
Mercedes-Benz,CLK-Class CLK 350,2009,77925.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,16500.0,16
Dodge,Challenger SRT8,2011,106500.0,–,–,5-Speed A/T,White,White,At least 1 accident or damage reported,Yes,22500.0,14
Audi,A3 2.0T Premium,2017,137000.0,Gasoline,186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,10995.0,8
BMW,528 i,2015,111000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,15000.0,10
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,62425.0,6
Audi,S5 3.0T Prestige,2018,44000.0,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,39000.0,7
Porsche,718 Boxster Base,2017,26000.0,Gasoline,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,45500.0,8
Chevrolet,Corvette Stingray w/2LT,2020,1800.0,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,76000.0,5
Maserati,Quattroporte S,2012,50000.0,Gasoline,425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,26497.0,13
Subaru,Impreza 2.0i,2018,93000.0,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,16000.0,7
Mercedes-Benz,AMG GT C,2020,15000.0,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,129000.0,5
Mazda,Mazda6 i Touring,2016,119500.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,15000.0,9
Porsche,Macan S,2016,50000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,36000.0,9
Genesis,G70 3.3T Advanced,2019,48000.0,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29999.0,6
Audi,Q5 2.0T Premium Plus,2018,50400.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,28500.0,7
BMW,335 i xDrive,2012,153600.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,17500.0,13
Land,Rover Range Rover P530 SE,2023,1869.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Eiger Grey,Deep Garnet,None reported,Yes,164725.0,2
Dodge,Durango SRT 392,2022,31917.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,64683.0,3
BMW,M3 Base,2016,56235.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Orange,None reported,Yes,50500.0,9
Ford,Fiesta ST,2019,28724.0,Gasoline,197.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,18300.0,6
Lincoln,MKS Base,2015,124400.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,9500.0,10
Chevrolet,Tahoe Premier,2020,137000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,46000.0,5
Ferrari,F430 Berlinetta,2005,38686.0,Gasoline,483.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,99999.0,20
Ford,F-250 Platinum,2022,6600.0,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,72900.0,3
Mercedes-Benz,SLK-Class SLK280 Roadster,2007,67200.0,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,11500.0,18
BMW,X5 PHEV xDrive45e,2023,15736.0,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Brown,None reported,Yes,67900.0,2
Mercedes-Benz,E-Class E500,2005,153460.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,Yes,5800.0,20
Acura,TL 3.7,2012,70000.0,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,15051.0,13
Hyundai,Equus Signature,2011,143898.0,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,9950.0,14
Mercedes-Benz,SL-Class SL500 Roadster,2003,26190.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,22000.0,22
Toyota,Land Cruiser Base,2000,209193.0,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15900.0,25
RAM,2500 Big Horn,2018,27839.0,Gasoline,6.4L V8 16V MPFI OHV,6-Speed Automatic,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,None reported,Yes,41688.0,7
Porsche,Macan S,2022,20250.0,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,68500.0,3
Mercedes-Benz,E-Class E 350,2014,35000.0,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Beige,None reported,Yes,29998.0,11
Dodge,Magnum Base,2006,133255.0,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,4000.0,19
Mercedes-Benz,E-Class E 550,2014,43690.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23500.0,11
Toyota,Tundra Platinum,2023,8800.0,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,68500.0,2
Nissan,Versa 1.6 SL,2015,85768.0,Gasoline,109.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,8250.0,10
Mercedes-Benz,AMG GT 53 Base,2022,2235.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,110000.0,3
Buick,Enclave Avenir,2019,121521.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Dark Slate Metallic,Ebony / Ebony Accents,None reported,Yes,26772.0,6
Porsche,911 GT3,2015,23700.0,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,144940.0,10
BMW,328 i,2013,124000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,11900.0,12
Acura,ILX Premium Package,2018,32260.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20999.0,7
Lexus,GX 460 Base,2015,92000.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,28000.0,10
Toyota,Land Cruiser Base,2010,269885.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,22500.0,15
Chevrolet,Corvette Base,2008,51855.0,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,35900.0,17
Mazda,Mazda6 i Touring,2015,124000.0,Gasoline,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,At least 1 accident or damage reported,Yes,12900.0,10
Jaguar,F-TYPE R,2015,26000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Red,None reported,Yes,52500.0,10
Audi,A3 2.0T Premium,2018,36500.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,25500.0,7
Chevrolet,Camaro 2SS,2022,1400.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,54900.0,3
Jeep,Wrangler Unlimited Sport S,2018,17000.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,38500.0,7
Honda,Civic Sport,2021,42750.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,Black,Black,None reported,Yes,25698.0,4
Porsche,Cayman Base,2011,67998.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,30000.0,14
Ford,Mustang GT,2008,64500.0,Gasoline,300.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,16000.0,17
Toyota,FJ Cruiser Base,2007,102000.0,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,24900.0,18
Land,Rover Discovery SE,2004,145000.0,Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,15500.0,21
Porsche,718 Boxster S,2018,50000.0,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,55000.0,7
Chevrolet,Corvette Base,2004,37622.0,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,25500.0,21
Toyota,Avalon Limited,2006,89987.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,9499.0,19
INFINITI,QX80 Base,2015,136390.0,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black Obsidian,Black,None reported,Yes,20470.0,10
Cadillac,DeVille Base,1994,90000.0,–,–,A/T,Green,Beige,At least 1 accident or damage reported,Yes,2990.0,31
Chevrolet,Camaro 2SS,2015,27000.0,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,33000.0,10
Jeep,Liberty Renegade,2004,144770.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,6500.0,21
Toyota,4Runner Trail,2011,157000.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,23500.0,14
BMW,328 i xDrive,2010,132000.0,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,8500.0,15
Ford,Excursion Limited Ultimate,2002,137000.0,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,4-Speed A/T,Gold,Gold,None reported,Yes,15000.0,23
Lexus,IS 300 Base,2018,50992.0,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,28000.0,7
Cadillac,CTS Performance,2010,105760.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,12900.0,15
Lexus,LC 500 Base,2018,29800.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,68495.0,7
BMW,540 i xDrive,2019,21000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,42000.0,6
Chevrolet,Corvette Base,1998,152195.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,9900.0,27
Hummer,H2 Base,2006,169900.0,Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,16900.0,19
Volvo,XC90 3.2,2008,196000.0,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,6499.0,17
Jeep,Wrangler Unlimited Sahara,2009,180036.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9100.0,16
Land,Rover Discovery HSE LUXURY,2017,57918.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,33500.0,8
BMW,340 i,2017,98600.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,26500.0,8
Ford,F-250 Lariat,2018,120000.0,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,55000.0,7
BMW,M3 Competition,2022,14269.0,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,80000.0,3
Lexus,LC 500 Base,2022,6875.0,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,89000.0,3
BMW,750 i,2009,74600.0,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,15000.0,16
Audi,A7 3.0T Premium,2019,45900.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41500.0,6
Ford,F-150 XL,2021,88883.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,33172.0,4
Dodge,Grand Caravan R/T,2013,43000.0,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Black,None reported,Yes,35000.0,12
Ford,Focus SE,2018,33700.0,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,At least 1 accident or damage reported,Yes,12000.0,7
RAM,2500 Big Horn,2016,95115.0,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,43640.0,9
Chevrolet,Corvette Base,2007,20200.0,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,27500.0,18
Audi,allroad 2.0T Prestige,2013,104457.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17900.0,12
Chevrolet,Express 2500 Work Van,2017,76000.0,Gasoline,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,41400.0,8
Chevrolet,Traverse High Country,2020,56247.0,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Stone Gray Metallic,Jet Black,None reported,Yes,39244.0,5
Jeep,Wrangler S,1994,50750.0,–,–,5-Speed M/T,Blue,Gray,None reported,Yes,15000.0,31
Acura,ILX Technology Plus Package,2016,61000.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,21000.0,9
Ford,F-150 XLT,2021,24207.0,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,–,None reported,Yes,43430.0,4
Chevrolet,Corvette Z06,2006,21000.0,Gasoline,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,47500.0,19
Cadillac,CTS 3.6L Premium Luxury,2019,136150.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,22500.0,6
BMW,M3 Base,2009,78414.0,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,28750.0,16
Mazda,Mazda3 FWD w/Preferred Package,2019,60800.0,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,19900.0,6
Ford,Maverick XLT,2022,16400.0,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Gray,Gray,None reported,Yes,34000.0,3
Toyota,Highlander Hybrid Limited,2018,62200.0,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Brown,Beige,None reported,Yes,35707.0,7
Lincoln,Town Car Signature,2003,142215.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,5000.0,22
Mercedes-Benz,SL-Class SL550 Roadster,2007,150000.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,8000.0,18
Ford,Mustang GT,1998,49170.0,Gasoline,225.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,12500.0,27
Chevrolet,Suburban 1500 LT,2015,167500.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,18000.0,10
Ford,Fusion SE,2016,110450.0,Gasoline,231.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Brown,None reported,Yes,11000.0,9
Audi,S4 3.0T Premium Plus,2014,106000.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,23000.0,11
Chevrolet,Suburban Premier,2017,92728.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,34900.0,8
Ford,Bronco Big Bend,2022,17000.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,–,None reported,Yes,44000.0,3
Ford,F-250 XL,2016,75200.0,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22000.0,9
Dodge,Challenger SRT Hellcat,2015,1800.0,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,64990.0,10
